505*1  _505   
646*322_208012
607*70 _42490 
359*25 _8975  
628*3  _1884  
61*73  _4453  
96*700 _67200 
8*712  _5696  
64*839 _53696 
89*445 _39605 
56*598 _33488 
50*466 _23300 
166*7  _1162  
768*77 _59136 
22*37  _814   
83*139 _11537 
201*750_150750
513*24 _12312 
938*815_764470
112*4  _448   
663*23 _15249 
379*543_205797
59*13  _767   
84*739 _62076 
753*62 _46686 
973*3  _2919  
4*727  _2908  
486*59 _28674 
215*0  _0     
580*217_125860
76*821 _62396 
86*925 _79550 
972*6  _5832  
72*21  _1512  
95*35  _3325  
226*12 _2712  
90*718 _64620 
804*25 _20100 
82*547 _44854 
92*61  _5612  
22*241 _5302  
92*100 _9200  
122*91 _11102 
125*8  _1000  
32*85  _2720  
72*392 _28224 
4*484  _1936  
50*716 _35800 
88*16  _1408  
824*0  _0     
2*239  _478   
537*54 _28998 
73*43  _3139  
890*50 _44500 
4*774  _3096  
37*80  _2960  
30*69  _2070  
20*600 _12000 
72*508 _36576 
267*262_69954 
944*186_175584
49*58  _2842  
648*2  _1296  
330*93 _30690 
745*602_448490
54*64  _3456  
89*632 _56248 
840*80 _67200 
17*879 _14943 
9*997  _8973  
424*134_56816 
12*984 _11808 
72*124 _8928  
215*67 _14405 
436*9  _3924  
1*631  _631   
51*53  _2703  
120*61 _7320  
474*17 _8058  
176*847_149072
696*105_73080 
604*988_596752
95*386 _36670 
76*761 _57836 
40*582 _23280 
300*724_217200
72*636 _45792 
9*200  _1800  
12*991 _11892 
807*714_576198
568*1  _568   
457*84 _38388 
454*458_207932
203*83 _16849 
882*6  _5292  
691*521_360011
433*65 _28145 
933*831_775323
603*92 _55476 
417*429_178893
36*94  _3384  
76*645 _49020 
2*814  _1628  
38*72  _2736  
5*143  _715   
984*115_113160
51*879 _44829 
246*853_209838
68*864 _58752 
883*4  _3532  
619*77 _47663 
39*126 _4914  
344*1  _344   
946*10 _9460  
931*16 _14896 
764*23 _17572 
735*445_327075
397*5  _1985  
589*354_208506
29*126 _3654  
35*758 _26530 
52*800 _41600 
541*510_275910
16*649 _10384 
71*415 _29465 
30*234 _7020  
40*979 _39160 
304*571_173584
655*610_399550
37*780 _28860 
71*105 _7455  
390*14 _5460  
23*18  _414   
87*574 _49938 
511*3  _1533  
27*26  _702   
35*918 _32130 
135*72 _9720  
362*45 _16290 
764*561_428604
18*436 _7848  
7*675  _4725  
87*58  _5046  
776*10 _7760  
58*474 _27492 
1*934  _934   
630*0  _0     
660*4  _2640  
220*44 _9680  
629*53 _33337 
3*252  _756   
639*53 _33867 
2*933  _1866  
240*990_237600
69*369 _25461 
94*26  _2444  
84*45  _3780  
50*385 _19250 
810*528_427680
25*899 _22475 
85*281 _23885 
513*181_92853 
0*117  _0     
39*626 _24414 
426*791_336966
398*949_377702
13*120 _1560  
456*588_268128
99*850 _84150 
215*86 _18490 
844*586_494584
63*32  _2016  
913*47 _42911 
7*967  _6769  
20*18  _360   
744*40 _29760 
33*246 _8118  
704*16 _11264 
120*7  _840   
437*557_243409
6*434  _2604  
14*738 _10332 
595*10 _5950  
577*197_113669
90*218 _19620 
4*612  _2448  
569*48 _27312 
46*439 _20194 
94*971 _91274 
63*28  _1764  
33*611 _20163 
820*32 _26240 
94*411 _38634 
69*618 _42642 
51*222 _11322 
5*445  _2225  
9*622  _5598  
74*110 _8140  
56*484 _27104 
956*39 _37284 
752*7  _5264  
541*47 _25427 
594*40 _23760 
57*280 _15960 
941*351_330291
811*160_129760
383*47 _18001 
202*0  _0     
53*245 _12985 
575*898_516350
167*23 _3841  
791*133_105203
710*187_132770
786*710_558060
954*86 _82044 
88*58  _5104  
27*395 _10665 
458*415_190070
392*4  _1568  
81*32  _2592  
366*62 _22692 
72*251 _18072 
457*4  _1828  
97*909 _88173 
199*73 _14527 
32*481 _15392 
96*380 _36480 
7*116  _812   
103*9  _927   
932*0  _0     
277*744_206088
59*559 _32981 
551*6  _3306  
61*476 _29036 
636*802_510072
2*910  _1820  
618*5  _3090  
928*509_472352
371*11 _4081  
273*725_197925
9*555  _4995  
43*852 _36636 
726*5  _3630  
0*797  _0     
725*9  _6525  
26*13  _338   
985*0  _0     
974*576_561024
44*926 _40744 
438*3  _1314  
739*98 _72422 
205*61 _12505 
61*474 _28914 
1*856  _856   
71*645 _45795 
8*392  _3136  
62*26  _1612  
594*53 _31482 
364*5  _1820  
255*84 _21420 
40*236 _9440  
144*128_18432 
998*94 _93812 
321*248_79608 
793*43 _34099 
172*1  _172   
76*115 _8740  
833*45 _37485 
194*818_158692
30*43  _1290  
13*688 _8944  
706*61 _43066 
927*50 _46350 
175*3  _525   
233*47 _10951 
953*61 _58133 
863*137_118231
607*821_498347
3*321  _963   
207*318_65826 
39*883 _34437 
272*30 _8160  
575*17 _9775  
43*768 _33024 
913*23 _20999 
600*666_399600
93*59  _5487  
419*27 _11313 
137*96 _13152 
164*770_126280
590*42 _24780 
259*85 _22015 
464*774_359136
46*58  _2668  
77*841 _64757 
60*506 _30360 
160*681_108960
272*8  _2176  
200*678_135600
636*3  _1908  
17*19  _323   
917*258_236586
82*529 _43378 
614*409_251126
366*35 _12810 
75*956 _71700 
987*322_317814
770*73 _56210 
167*2  _334   
53*609 _32277 
600*586_351600
362*161_58282 
463*18 _8334  
986*49 _48314 
44*945 _41580 
204*597_121788
632*83 _52456 
336*55 _18480 
554*77 _42658 
47*34  _1598  
271*21 _5691  
855*814_695970
7*814  _5698  
130*63 _8190  
46*84  _3864  
3*597  _1791  
818*90 _73620 
31*200 _6200  
17*31  _527   
44*368 _16192 
652*906_590712
200*640_128000
955*881_841355
438*4  _1752  
74*49  _3626  
785*18 _14130 
29*544 _15776 
884*267_236028
92*366 _33672 
891*921_820611
237*81 _19197 
767*65 _49855 
87*94  _8178  
142*532_75544 
794*909_721746
458*757_346706
22*847 _18634 
787*92 _72404 
1*493  _493   
150*672_100800
903*204_184212
436*92 _40112 
943*73 _68839 
68*48  _3264  
515*3  _1545  
915*6  _5490  
667*96 _64032 
84*76  _6384  
18*148 _2664  
344*2  _688   
745*900_670500
656*6  _3936  
46*399 _18354 
0*633  _0     
347*0  _0     
424*79 _33496 
795*822_653490
78*628 _48984 
68*234 _15912 
918*26 _23868 
72*957 _68904 
620*618_383160
370*300_111000
115*93 _10695 
87*88  _7656  
39*106 _4134  
34*145 _4930  
4*614  _2456  
4*256  _1024  
37*915 _33855 
64*135 _8640  
4*363  _1452  
90*305 _27450 
880*0  _0     
99*983 _97317 
982*4  _3928  
99*876 _86724 
700*0  _0     
61*238 _14518 
562*20 _11240 
20*334 _6680  
70*857 _59990 
95*916 _87020 
33*327 _10791 
394*12 _4728  
587*992_582304
66*256 _16896 
870*289_251430
590*159_93810 
5*355  _1775  
736*852_627072
16*35  _560   
124*953_118172
450*95 _42750 
180*3  _540   
136*682_92752 
59*382 _22538 
957*877_839289
333*43 _14319 
160*113_18080 
53*440 _23320 
911*6  _5466  
408*46 _18768 
49*769 _37681 
0*745  _0     
689*63 _43407 
886*89 _78854 
289*0  _0     
48*23  _1104  
321*97 _31137 
677*245_165865
394*96 _37824 
20*103 _2060  
16*99  _1584  
403*246_99138 
74*95  _7030  
69*54  _3726  
9*591  _5319  
3*446  _1338  
92*705 _64860 
21*93  _1953  
103*644_66332 
205*40 _8200  
769*354_272226
11*249 _2739  
58*66  _3828  
21*561 _11781 
7*965  _6755  
49*652 _31948 
655*58 _37990 
485*33 _16005 
763*72 _54936 
936*993_929448
38*433 _16454 
704*351_247104
870*827_719490
54*31  _1674  
236*219_51684 
890*77 _68530 
513*2  _1026  
80*677 _54160 
37*111 _4107  
427*61 _26047 
23*51  _1173  
4*797  _3188  
2*962  _1924  
365*52 _18980 
745*63 _46935 
31*748 _23188 
239*95 _22705 
12*850 _10200 
28*576 _16128 
815*560_456400
134*681_91254 
39*71  _2769  
609*534_325206
1*371  _371   
881*2  _1762  
232*29 _6728  
318*15 _4770  
5*553  _2765  
4*369  _1476  
534*57 _30438 
26*313 _8138  
719*30 _21570 
795*18 _14310 
21*403 _8463  
977*20 _19540 
98*78  _7644  
72*35  _2520  
840*63 _52920 
808*27 _21816 
891*84 _74844 
1*406  _406   
35*788 _27580 
127*76 _9652  
700*29 _20300 
232*84 _19488 
605*1  _605   
216*54 _11664 
89*38  _3382  
373*1  _373   
685*11 _7535  
867*79 _68493 
178*48 _8544  
931*187_174097
197*2  _394   
721*287_206927
586*154_90244 
4*344  _1376  
825*86 _70950 
86*36  _3096  
585*18 _10530 
370*689_254930
650*936_608400
616*667_410872
4*417  _1668  
37*604 _22348 
86*177 _15222 
629*0  _0     
972*199_193428
853*415_353995
266*811_215726
92*895 _82340 
46*142 _6532  
78*62  _4836  
508*226_114808
367*6  _2202  
2*924  _1848  
83*79  _6557  
158*51 _8058  
0*672  _0     
3*678  _2034  
538*4  _2152  
736*492_362112
5*624  _3120  
138*58 _8004  
84*411 _34524 
6*531  _3186  
177*614_108678
165*207_34155 
734*327_240018
931*741_689871
732*588_430416
397*95 _37715 
47*455 _21385 
505*833_420665
645*2  _1290  
10*522 _5220  
318*4  _1272  
51*632 _32232 
78*129 _10062 
52*557 _28964 
486*786_381996
453*56 _25368 
739*247_182533
428*336_143808
79*10  _790   
518*477_247086
10*804 _8040  
51*282 _14382 
827*195_161265
7*726  _5082  
776*8  _6208  
4*180  _720   
47*229 _10763 
726*6  _4356  
466*0  _0     
58*844 _48952 
20*55  _1100  
90*438 _39420 
59*366 _21594 
485*769_372965
372*167_62124 
817*858_700986
405*18 _7290  
387*6  _2322  
44*482 _21208 
110*894_98340 
212*30 _6360  
52*959 _49868 
95*94  _8930  
189*84 _15876 
978*708_692424
199*9  _1791  
4*804  _3216  
621*37 _22977 
820*428_350960
65*72  _4680  
585*290_169650
401*16 _6416  
21*676 _14196 
86*87  _7482  
79*786 _62094 
943*106_99958 
38*757 _28766 
619*273_168987
299*390_116610
416*7  _2912  
695*37 _25715 
89*22  _1958  
52*874 _45448 
31*787 _24397 
237*160_37920 
334*8  _2672  
875*53 _46375 
787*8  _6296  
129*1  _129   
65*227 _14755 
796*4  _3184  
6*253  _1518  
442*9  _3978  
88*390 _34320 
228*0  _0     
564*519_292716
559*65 _36335 
681*930_633330
905*3  _2715  
662*61 _40382 
22*65  _1430  
6*750  _4500  
98*485 _47530 
2*914  _1828  
137*15 _2055  
615*589_362235
73*439 _32047 
756*10 _7560  
434*70 _30380 
50*555 _27750 
485*538_260930
168*46 _7728  
487*52 _25324 
2*293  _586   
80*957 _76560 
727*717_521259
770*9  _6930  
765*238_182070
18*57  _1026  
203*29 _5887  
719*548_394012
27*123 _3321  
193*513_99009 
993*696_691128
729*9  _6561  
178*986_175508
87*618 _53766 
129*60 _7740  
624*942_587808
891*901_802791
715*61 _43615 
4*439  _1756  
435*9  _3915  
489*9  _4401  
306*832_254592
112*5  _560   
1*294  _294   
54*976 _52704 
6*749  _4494  
9*214  _1926  
350*15 _5250  
283*5  _1415  
74*69  _5106  
594*67 _39798 
94*366 _34404 
10*521 _5210  
214*854_182756
977*2  _1954  
183*7  _1281  
59*57  _3363  
198*54 _10692 
659*9  _5931  
809*66 _53394 
641*676_433316
982*296_290672
48*99  _4752  
34*527 _17918 
4*240  _960   
745*2  _1490  
903*851_768453
197*20 _3940  
82*979 _80278 
79*131 _10349 
98*689 _67522 
5*569  _2845  
932*53 _49396 
35*517 _18095 
13*596 _7748  
865*5  _4325  
998*206_205588
443*918_406674
18*68  _1224  
132*3  _396   
60*688 _41280 
267*907_242169
75*835 _62625 
688*79 _54352 
789*458_361362
26*221 _5746  
860*16 _13760 
787*259_203833
34*230 _7820  
179*21 _3759  
743*44 _32692 
289*53 _15317 
2*868  _1736  
413*533_220129
32*58  _1856  
657*212_139284
423*43 _18189 
117*14 _1638  
461*58 _26738 
106*29 _3074  
40*481 _19240 
158*1  _158   
641*5  _3205  
933*297_277101
320*117_37440 
58*553 _32074 
307*3  _921   
469*8  _3752  
1*799  _799   
655*67 _43885 
80*334 _26720 
755*591_446205
395*30 _11850 
996*34 _33864 
69*182 _12558 
96*775 _74400 
30*48  _1440  
78*106 _8268  
612*126_77112 
6*783  _4698  
413*0  _0     
89*255 _22695 
46*16  _736   
63*320 _20160 
4*689  _2756  
7*603  _4221  
29*935 _27115 
623*6  _3738  
742*498_369516
133*325_43225 
43*866 _37238 
129*31 _3999  
50*69  _3450  
52*581 _30212 
505*204_103020
47*16  _752   
85*37  _3145  
23*629 _14467 
525*85 _44625 
771*20 _15420 
921*72 _66312 
947*30 _28410 
477*43 _20511 
4*788  _3152  
871*655_570505
434*108_46872 
23*80  _1840  
417*834_347778
493*71 _35003 
755*458_345790
955*141_134655
422*8  _3376  
969*704_682176
426*65 _27690 
250*971_242750
48*750 _36000 
697*158_110126
436*50 _21800 
64*60  _3840  
868*73 _63364 
258*64 _16512 
79*330 _26070 
183*70 _12810 
25*145 _3625  
90*91  _8190  
419*376_157544
826*89 _73514 
432*4  _1728  
559*25 _13975 
493*137_67541 
656*498_326688
99*51  _5049  
58*389 _22562 
703*527_370481
6*443  _2658  
758*341_258478
856*72 _61632 
460*90 _41400 
644*1  _644   
979*413_404327
26*378 _9828  
218*10 _2180  
972*21 _20412 
337*877_295549
995*176_175120
864*277_239328
899*31 _27869 
70*403 _28210 
75*307 _23025 
61*350 _21350 
66*525 _34650 
55*168 _9240  
2*318  _636   
853*93 _79329 
52*702 _36504 
991*610_604510
28*46  _1288  
45*42  _1890  
10*847 _8470  
468*794_371592
536*43 _23048 
816*7  _5712  
126*33 _4158  
66*83  _5478  
53*71  _3763  
560*685_383600
717*87 _62379 
969*64 _62016 
334*4  _1336  
1*353  _353   
65*98  _6370  
69*18  _1242  
437*15 _6555  
2*687  _1374  
315*404_127260
6*861  _5166  
92*690 _63480 
581*828_481068
44*946 _41624 
106*356_37736 
382*61 _23302 
457*40 _18280 
8*722  _5776  
630*5  _3150  
68*274 _18632 
293*3  _879   
805*18 _14490 
448*17 _7616  
590*893_526870
86*57  _4902  
879*21 _18459 
868*140_121520
316*33 _10428 
715*366_261690
54*137 _7398  
44*612 _26928 
226*76 _17176 
29*78  _2262  
977*491_479707
852*23 _19596 
58*351 _20358 
695*21 _14595 
362*494_178828
27*673 _18171 
223*94 _20962 
876*658_576408
330*36 _11880 
601*237_142437
547*764_417908
53*59  _3127  
718*35 _25130 
33*210 _6930  
626*84 _52584 
509*949_483041
5*363  _1815  
130*815_105950
8*215  _1720  
771*56 _43176 
825*40 _33000 
949*76 _72124 
935*8  _7480  
761*6  _4566  
712*29 _20648 
61*913 _55693 
122*92 _11224 
472*58 _27376 
772*6  _4632  
84*678 _56952 
51*843 _42993 
782*907_709274
62*48  _2976  
793*27 _21411 
86*82  _7052  
199*92 _18308 
74*415 _30710 
360*72 _25920 
9*960  _8640  
111*424_47064 
318*434_138012
398*8  _3184  
36*46  _1656  
393*762_299466
0*794  _0     
98*492 _48216 
133*87 _11571 
49*67  _3283  
918*4  _3672  
626*0  _0     
92*543 _49956 
989*0  _0     
960*3  _2880  
97*790 _76630 
890*98 _87220 
223*9  _2007  
75*535 _40125 
805*579_466095
414*988_409032
89*194 _17266 
34*77  _2618  
84*554 _46536 
674*549_370026
44*57  _2508  
199*875_174125
8*187  _1496  
57*11  _627   
968*5  _4840  
42*741 _31122 
953*4  _3812  
52*596 _30992 
769*263_202247
425*445_189125
1*435  _435   
446*637_284102
8*464  _3712  
72*891 _64152 
36*30  _1080  
465*891_414315
62*575 _35650 
207*26 _5382  
539*144_77616 
198*92 _18216 
709*73 _51757 
485*3  _1455  
636*988_628368
220*681_149820
434*0  _0     
9*144  _1296  
282*390_109980
333*7  _2331  
28*781 _21868 
769*143_109967
752*632_475264
193*3  _579   
139*546_75894 
23*256 _5888  
24*349 _8376  
65*535 _34775 
55*271 _14905 
780*994_775320
46*345 _15870 
7*400  _2800  
711*32 _22752 
123*496_61008 
56*299 _16744 
802*7  _5614  
78*13  _1014  
647*322_208334
75*99  _7425  
9*946  _8514  
454*783_355482
478*677_323606
18*66  _1188  
66*486 _32076 
879*41 _36039 
123*94 _11562 
0*942  _0     
14*210 _2940  
970*318_308460
284*29 _8236  
541*774_418734
695*999_694305
18*932 _16776 
59*938 _55342 
192*2  _384   
648*374_242352
47*581 _27307 
29*932 _27028 
901*616_555016
67*90  _6030  
660*6  _3960  
465*46 _21390 
59*125 _7375  
145*170_24650 
619*467_289073
904*5  _4520  
6*375  _2250  
46*203 _9338  
44*486 _21384 
74*467 _34558 
950*27 _25650 
29*29  _841   
879*173_152067
638*0  _0     
773*80 _61840 
28*590 _16520 
764*816_623424
123*942_115866
923*75 _69225 
275*76 _20900 
955*742_708610
894*571_510474
960*471_452160
933*34 _31722 
728*47 _34216 
525*0  _0     
71*217 _15407 
51*755 _38505 
12*51  _612   
30*13  _390   
310*528_163680
371*452_167692
73*322 _23506 
670*540_361800
14*689 _9646  
44*359 _15796 
92*227 _20884 
93*352 _32736 
6*973  _5838  
344*12 _4128  
56*325 _18200 
741*95 _70395 
199*93 _18507 
576*16 _9216  
679*739_501781
77*87  _6699  
727*44 _31988 
3*266  _798   
498*0  _0     
6*785  _4710  
39*364 _14196 
429*42 _18018 
24*109 _2616  
483*75 _36225 
61*56  _3416  
14*28  _392   
25*88  _2200  
824*63 _51912 
709*924_655116
253*31 _7843  
55*502 _27610 
748*89 _66572 
210*8  _1680  
7*125  _875   
10*78  _780   
96*324 _31104 
475*73 _34675 
333*878_292374
75*999 _74925 
657*462_303534
576*895_515520
7*206  _1442  
75*973 _72975 
385*27 _10395 
158*616_97328 
29*26  _754   
87*269 _23403 
22*460 _10120 
18*373 _6714  
83*854 _70882 
81*204 _16524 
699*3  _2097  
527*375_197625
7*242  _1694  
3*581  _1743  
302*8  _2416  
804*38 _30552 
364*504_183456
872*2  _1744  
96*88  _8448  
4*803  _3212  
0*763  _0     
958*57 _54606 
953*33 _31449 
4*739  _2956  
68*657 _44676 
211*0  _0     
587*844_495428
844*310_261640
45*452 _20340 
873*67 _58491 
602*36 _21672 
812*3  _2436  
85*244 _20740 
849*97 _82353 
585*458_267930
68*761 _51748 
278*914_254092
0*902  _0     
91*154 _14014 
3*486  _1458  
64*648 _41472 
457*626_286082
16*310 _4960  
2*763  _1526  
29*368 _10672 
8*344  _2752  
591*560_330960
57*362 _20634 
121*15 _1815  
778*20 _15560 
185*821_151885
605*338_204490
312*1  _312   
102*319_32538 
35*43  _1505  
63*874 _55062 
244*97 _23668 
288*398_114624
5*190  _950   
822*605_497310
46*735 _33810 
538*376_202288
8*345  _2760  
404*15 _6060  
48*813 _39024 
942*753_709326
391*697_272527
278*804_223512
609*86 _52374 
39*345 _13455 
60*894 _53640 
833*8  _6664  
650*897_583050
376*190_71440 
279*876_244404
1*324  _324   
7*646  _4522  
719*6  _4314  
20*515 _10300 
5*998  _4990  
502*12 _6024  
720*45 _32400 
692*73 _50516 
618*7  _4326  
42*140 _5880  
7*465  _3255  
45*513 _23085 
338*505_170690
5*756  _3780  
48*64  _3072  
513*500_256500
489*6  _2934  
2*347  _694   
742*54 _40068 
736*22 _16192 
89*659 _58651 
680*364_247520
369*86 _31734 
139*576_80064 
787*0  _0     
26*848 _22048 
1*650  _650   
1*339  _339   
269*7  _1883  
86*904 _77744 
679*65 _44135 
593*98 _58114 
30*89  _2670  
999*537_536463
539*23 _12397 
743*707_525301
758*5  _3790  
67*122 _8174  
959*398_381682
266*7  _1862  
245*3  _735   
49*539 _26411 
75*208 _15600 
70*375 _26250 
878*880_772640
38*327 _12426 
47*59  _2773  
16*76  _1216  
32*817 _26144 
231*46 _10626 
898*4  _3592  
561*903_506583
422*633_267126
91*46  _4186  
5*198  _990   
866*3  _2598  
704*30 _21120 
431*159_68529 
160*747_119520
932*43 _40076 
191*1  _191   
838*602_504476
425*35 _14875 
973*222_216006
61*219 _13359 
859*471_404589
444*95 _42180 
39*456 _17784 
4*505  _2020  
315*98 _30870 
327*0  _0     
7*456  _3192  
77*397 _30569 
91*15  _1365  
123*938_115374
10*917 _9170  
161*3  _483   
304*7  _2128  
7*600  _4200  
445*48 _21360 
737*972_716364
29*119 _3451  
4*561  _2244  
95*958 _91010 
739*21 _15519 
988*488_482144
560*44 _24640 
748*443_331364
429*83 _35607 
9*228  _2052  
218*7  _1526  
839*295_247505
160*768_122880
970*92 _89240 
949*6  _5694  
106*992_105152
99*485 _48015 
69*64  _4416  
172*35 _6020  
669*227_151863
81*944 _76464 
89*326 _29014 
73*696 _50808 
93*482 _44826 
520*64 _33280 
5*377  _1885  
593*403_238979
726*862_625812
68*518 _35224 
200*744_148800
10*94  _940   
36*411 _14796 
360*396_142560
37*852 _31524 
401*254_101854
93*858 _79794 
755*302_228010
745*260_193700
625*0  _0     
444*81 _35964 
181*4  _724   
33*745 _24585 
55*40  _2200  
91*88  _8008  
938*88 _82544 
471*85 _40035 
0*639  _0     
791*930_735630
39*812 _31668 
236*596_140656
9*534  _4806  
900*80 _72000 
5*334  _1670  
22*259 _5698  
160*157_25120 
906*46 _41676 
667*12 _8004  
7*551  _3857  
97*240 _23280 
648*526_340848
839*138_115782
3*749  _2247  
93*723 _67239 
56*98  _5488  
7*931  _6517  
1*879  _879   
359*688_246992
707*0  _0     
737*739_544643
470*0  _0     
568*298_169264
55*739 _40645 
281*39 _10959 
771*470_362370
202*19 _3838  
0*643  _0     
613*8  _4904  
175*9  _1575  
98*140 _13720 
96*969 _93024 
382*211_80602 
505*894_451470
33*867 _28611 
622*63 _39186 
282*851_239982
918*765_702270
431*679_292649
278*316_87848 
752*60 _45120 
827*890_736030
885*249_220365
266*268_71288 
212*234_49608 
35*65  _2275  
96*89  _8544  
306*91 _27846 
56*20  _1120  
56*632 _35392 
936*86 _80496 
480*62 _29760 
45*795 _35775 
309*835_258015
407*60 _24420 
303*772_233916
25*923 _23075 
31*473 _14663 
664*32 _21248 
5*120  _600   
90*32  _2880  
2*664  _1328  
108*37 _3996  
272*546_148512
56*679 _38024 
152*402_61104 
336*797_267792
741*592_438672
67*427 _28609 
407*761_309727
12*313 _3756  
446*223_99458 
182*63 _11466 
941*3  _2823  
520*95 _49400 
575*431_247825
909*78 _70902 
766*15 _11490 
94*21  _1974  
275*792_217800
171*58 _9918  
691*93 _64263 
1*241  _241   
38*879 _33402 
88*444 _39072 
796*1  _796   
83*170 _14110 
337*1  _337   
17*306 _5202  
962*802_771524
716*28 _20048 
841*751_631591
992*27 _26784 
19*440 _8360  
443*718_318074
93*455 _42315 
682*425_289850
815*359_292585
657*507_333099
66*29  _1914  
455*25 _11375 
21*411 _8631  
976*52 _50752 
297*15 _4455  
6*692  _4152  
348*25 _8700  
4*458  _1832  
467*540_252180
667*8  _5336  
19*280 _5320  
87*411 _35757 
420*24 _10080 
457*702_320814
64*688 _44032 
91*367 _33397 
562*721_405202
78*168 _13104 
48*73  _3504  
672*240_161280
85*47  _3995  
41*69  _2829  
58*594 _34452 
21*594 _12474 
866*97 _84002 
866*45 _38970 
3*254  _762   
836*668_558448
950*67 _63650 
210*5  _1050  
87*55  _4785  
179*340_60860 
609*57 _34713 
314*477_149778
139*552_76728 
24*618 _14832 
425*211_89675 
449*228_102372
904*330_298320
767*676_518492
1*751  _751   
569*0  _0     
14*237 _3318  
873*0  _0     
82*541 _44362 
963*80 _77040 
998*49 _48902 
958*263_251954
760*659_500840
420*1  _420   
272*173_47056 
95*717 _68115 
911*445_405395
318*3  _954   
411*16 _6576  
392*447_175224
31*600 _18600 
78*854 _66612 
94*79  _7426  
128*94 _12032 
504*1  _504   
132*361_47652 
484*81 _39204 
729*793_578097
701*66 _46266 
282*36 _10152 
74*622 _46028 
734*9  _6606  
681*943_642183
878*6  _5268  
12*643 _7716  
533*98 _52234 
492*671_330132
159*251_39909 
69*61  _4209  
44*992 _43648 
239*11 _2629  
169*109_18421 
762*335_255270
72*180 _12960 
38*897 _34086 
92*11  _1012  
601*855_513855
923*990_913770
556*450_250200
96*229 _21984 
71*707 _50197 
80*423 _33840 
21*959 _20139 
305*16 _4880  
771*2  _1542  
40*394 _15760 
64*713 _45632 
31*255 _7905  
981*567_556227
723*2  _1446  
937*97 _90889 
342*18 _6156  
286*276_78936 
967*483_467061
3*684  _2052  
8*316  _2528  
455*961_437255
622*30 _18660 
753*66 _49698 
360*82 _29520 
697*31 _21607 
560*4  _2240  
432*72 _31104 
991*90 _89190 
143*76 _10868 
604*601_363004
17*396 _6732  
613*14 _8582  
47*21  _987   
77*424 _32648 
17*10  _170   
181*107_19367 
6*227  _1362  
413*549_226737
818*178_145604
159*6  _954   
72*324 _23328 
9*893  _8037  
182*16 _2912  
72*487 _35064 
629*200_125800
99*380 _37620 
362*5  _1810  
126*82 _10332 
785*934_733190
1*903  _903   
833*3  _2499  
8*564  _4512  
44*174 _7656  
51*352 _17952 
257*60 _15420 
447*57 _25479 
3*974  _2922  
229*0  _0     
14*323 _4522  
12*520 _6240  
137*323_44251 
318*58 _18444 
205*627_128535
759*86 _65274 
672*503_338016
33*74  _2442  
88*208 _18304 
941*426_400866
77*93  _7161  
81*17  _1377  
11*18  _198   
171*609_104139
344*920_316480
8*166  _1328  
834*7  _5838  
654*643_420522
197*88 _17336 
67*635 _42545 
959*75 _71925 
672*34 _22848 
221*678_149838
69*818 _56442 
97*865 _83905 
4*338  _1352  
91*798 _72618 
711*960_682560
45*83  _3735  
28*423 _11844 
999*462_461538
48*85  _4080  
892*71 _63332 
95*119 _11305 
163*71 _11573 
922*719_662918
890*446_396940
935*47 _43945 
349*3  _1047  
158*28 _4424  
9*461  _4149  
374*450_168300
325*58 _18850 
507*91 _46137 
637*875_557375
407*153_62271 
267*92 _24564 
382*2  _764   
338*45 _15210 
25*398 _9950  
959*757_725963
409*432_176688
428*742_317576
230*569_130870
2*391  _782   
360*1  _360   
148*65 _9620  
97*24  _2328  
217*10 _2170  
44*99  _4356  
116*20 _2320  
8*590  _4720  
972*54 _52488 
35*286 _10010 
605*140_84700 
540*8  _4320  
966*72 _69552 
509*8  _4072  
0*595  _0     
915*824_753960
41*171 _7011  
832*683_568256
179*781_139799
150*65 _9750  
25*274 _6850  
7*526  _3682  
931*442_411502
951*330_313830
898*958_860284
696*7  _4872  
779*71 _55309 
290*19 _5510  
601*260_156260
41*930 _38130 
724*5  _3620  
394*49 _19306 
188*78 _14664 
36*959 _34524 
966*84 _81144 
214*61 _13054 
30*51  _1530  
497*19 _9443  
67*56  _3752  
958*22 _21076 
298*507_151086
356*155_55180 
32*409 _13088 
76*482 _36632 
75*423 _31725 
121*59 _7139  
199*33 _6567  
89*46  _4094  
2*210  _420   
576*8  _4608  
97*574 _55678 
30*207 _6210  
979*9  _8811  
691*87 _60117 
684*991_677844
31*50  _1550  
12*66  _792   
805*76 _61180 
32*768 _24576 
16*304 _4864  
87*398 _34626 
47*118 _5546  
77*91  _7007  
58*77  _4466  
25*632 _15800 
52*42  _2184  
15*968 _14520 
47*815 _38305 
371*50 _18550 
5*526  _2630  
16*594 _9504  
687*686_471282
31*415 _12865 
65*31  _2015  
917*4  _3668  
369*931_343539
445*120_53400 
83*778 _64574 
5*916  _4580  
609*458_278922
74*65  _4810  
34*34  _1156  
590*427_251930
677*93 _62961 
63*628 _39564 
596*9  _5364  
808*7  _5656  
40*21  _840   
15*639 _9585  
88*159 _13992 
4*659  _2636  
336*339_113904
8*591  _4728  
651*562_365862
723*740_535020
337*723_243651
67*79  _5293  
71*748 _53108 
86*384 _33024 
30*539 _16170 
64*335 _21440 
13*918 _11934 
770*732_563640
667*226_150742
158*259_40922 
48*855 _41040 
85*34  _2890  
54*910 _49140 
726*992_720192
27*86  _2322  
549*97 _53253 
53*746 _39538 
346*686_237356
212*3  _636   
513*9  _4617  
434*9  _3906  
